@relation 'albone-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NumericToNominal-R8-weka.filters.unsupervised.attribute.MergeManyValues-Clast-Lmerged-R1,2-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Lmerged-R21-27-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Lmerged-R16-21-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Llarge-R3,4,5,6,7-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Llarge-R3,4,5,6,7,12-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Llarge-R3,7-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Lless-R1-5-unset-class-temporarily-weka.filters.supervised.instance.SMOTE-C2-K5-P1100.0-S1'

@attribute 0.455 numeric
@attribute 0.365 numeric
@attribute 0.095 numeric
@attribute 0.514 numeric
@attribute 0.2245 numeric
@attribute 0.101 numeric
@attribute 0.15 numeric
@attribute 15 {large,less}

@data
0.585921,0.454736,0.175915,0.917983,0.35441,0.156337,0.322313,less
0.552075,0.447164,0.160215,0.945659,0.353708,0.174972,0.339466,less
0.568503,0.437864,0.148957,0.819149,0.350064,0.167058,0.248904,less
0.553203,0.439419,0.162365,0.850785,0.372822,0.160906,0.255695,less
0.565431,0.43635,0.148296,0.815632,0.354735,0.171259,0.250563,less
0.55619,0.449834,0.15035,0.798716,0.362525,0.156021,0.25829,less
0.531245,0.448532,0.160533,0.861184,0.367082,0.190588,0.258418,less
0.577431,0.451894,0.160528,0.847777,0.344872,0.160109,0.263787,less
0.563839,0.431044,0.169276,0.803727,0.350699,0.157245,0.256509,less
0.533256,0.452808,0.157645,0.825238,0.369139,0.166843,0.255852,less
0.554859,0.434464,0.159709,0.817894,0.354052,0.158668,0.252921,less
0.569107,0.43771,0.15,0.806829,0.3332,0.159926,0.266342,less
0.565806,0.440035,0.15,0.817163,0.310254,0.159879,0.267287,less
0.682286,0.567395,0.201329,1.841451,0.621753,0.453809,0.581368,less
0.723622,0.55943,0.208487,1.832323,0.707963,0.464137,0.570854,less
0.7201,0.567938,0.210971,1.889701,0.627754,0.433782,0.593447,less
0.720234,0.589356,0.223062,1.968127,0.715624,0.438342,0.636913,less
0.68155,0.566208,0.214864,1.858054,0.690608,0.422883,0.636282,less
0.697903,0.571143,0.210619,1.855886,0.674897,0.454072,0.588356,less
0.719915,0.557554,0.213765,1.86505,0.703573,0.472126,0.579662,less
0.696542,0.556783,0.21382,1.869294,0.743219,0.46712,0.571662,less
0.68171,0.569584,0.211803,1.8689,0.59144,0.463186,0.596747,less
0.720629,0.586349,0.22018,1.897868,0.78107,0.459821,0.651459,less
0.711924,0.574429,0.205368,1.858843,0.64675,0.453481,0.588283,less
0.651399,0.528993,0.195267,1.408742,0.581086,0.316425,0.430762,less
0.667194,0.532449,0.182915,1.40824,0.59168,0.314538,0.453399,less
0.674718,0.532066,0.171454,1.422227,0.603857,0.31677,0.425016,less
0.664576,0.530529,0.173161,1.416424,0.598391,0.30398,0.428277,less
0.668067,0.547732,0.170983,1.415774,0.587002,0.337473,0.378228,less
0.667583,0.535309,0.175534,1.429545,0.582673,0.323412,0.406988,less
0.665763,0.546344,0.191657,1.43223,0.590703,0.341372,0.363332,less
0.672871,0.544092,0.170895,1.411163,0.584782,0.340744,0.417217,less
0.658028,0.514888,0.164794,1.413998,0.594057,0.307872,0.417156,less
0.674429,0.537477,0.185597,1.42031,0.583597,0.326243,0.409249,less
0.664154,0.520437,0.164182,1.439032,0.606197,0.31197,0.404418,less
0.647063,0.522676,0.192296,1.455444,0.582619,0.329957,0.393945,less
0.662826,0.53766,0.190944,1.454638,0.581983,0.337562,0.365316,less
0.665736,0.554285,0.17505,1.419321,0.591173,0.318374,0.370525,less
0.657206,0.547583,0.213207,1.489158,0.568453,0.346052,0.372856,less
0.656649,0.548155,0.18419,1.43875,0.603447,0.321634,0.371247,less
0.649756,0.534621,0.197779,1.475668,0.563025,0.317198,0.385927,less
0.671695,0.53601,0.184625,1.431929,0.585283,0.338909,0.38103,less
0.646408,0.544658,0.185689,1.448002,0.582484,0.322111,0.372978,less
0.640293,0.540071,0.20033,1.452055,0.571395,0.312504,0.397757,less
0.647716,0.510184,0.188892,1.441707,0.608359,0.329377,0.37941,less
0.672566,0.536924,0.185934,1.41988,0.590737,0.342478,0.414281,less
0.677533,0.546281,0.202657,1.744069,0.611463,0.333356,0.618125,less
0.681887,0.549796,0.198711,1.713488,0.595096,0.307365,0.618989,less
0.703061,0.553258,0.204498,1.741331,0.613112,0.333041,0.57682,less
0.684809,0.527413,0.186157,1.744307,0.569386,0.307572,0.5862,less
0.685385,0.559649,0.210575,1.751372,0.598495,0.315457,0.618871,less
0.68269,0.531395,0.198679,1.724371,0.582676,0.307154,0.616015,less
0.682753,0.535659,0.208001,1.736667,0.547868,0.305135,0.592826,less
0.686809,0.561,0.220179,1.747711,0.60741,0.324573,0.619156,less
0.696961,0.542196,0.161043,1.744435,0.608637,0.272022,0.567783,less
0.694057,0.543547,0.168867,1.734857,0.608017,0.284233,0.544388,less
0.70781,0.561177,0.208845,1.731649,0.604554,0.315192,0.594358,less
0.666416,0.530328,0.182041,1.432996,0.6059,0.272158,0.451225,less
0.667433,0.525895,0.177523,1.436762,0.573033,0.267024,0.460258,less
0.653019,0.526392,0.17605,1.42251,0.602464,0.290297,0.447466,less
0.666388,0.542613,0.196536,1.448438,0.554108,0.270635,0.466273,less
0.653925,0.532406,0.185683,1.434675,0.571321,0.275827,0.462157,less
0.656234,0.540758,0.2005,1.473849,0.545129,0.288872,0.457347,less
0.649853,0.529479,0.202162,1.451051,0.545954,0.284791,0.457988,less
0.638271,0.538811,0.204874,1.460476,0.546292,0.273588,0.462917,less
0.662615,0.544643,0.178801,1.431988,0.57378,0.294471,0.462674,less
0.658535,0.545348,0.202248,1.460594,0.547831,0.306529,0.440979,less
0.665486,0.543363,0.180299,1.42749,0.572261,0.269382,0.461649,less
0.540502,0.4177,0.17176,0.746,0.255578,0.135811,0.26141,less
0.526988,0.410306,0.166663,0.749357,0.271128,0.140192,0.284123,less
0.531178,0.417833,0.141529,0.749579,0.259259,0.135728,0.260847,less
0.544724,0.416779,0.158958,0.741869,0.252143,0.138645,0.258374,less
0.520283,0.411317,0.141009,0.736807,0.251773,0.142789,0.264496,less
0.53836,0.416744,0.140231,0.74581,0.251196,0.135933,0.255266,less
0.528796,0.402887,0.174659,0.77074,0.274464,0.139826,0.278935,less
0.526641,0.415431,0.170389,0.770188,0.272179,0.133706,0.261181,less
0.527573,0.409803,0.165287,0.734673,0.2439,0.141255,0.263105,less
0.529635,0.420403,0.167455,0.756138,0.286327,0.134446,0.255069,less
0.509541,0.41065,0.172415,0.736057,0.26101,0.145196,0.226944,less
0.640065,0.529191,0.181352,1.311591,0.496379,0.275344,0.411656,less
0.69784,0.5357,0.183151,1.324067,0.503602,0.251115,0.419081,less
0.661838,0.538978,0.18831,1.364165,0.50044,0.26344,0.414568,less
0.674857,0.533169,0.177937,1.331523,0.527575,0.2428,0.415892,less
0.66352,0.537555,0.203051,1.353876,0.496721,0.289277,0.411876,less
0.653958,0.524668,0.176703,1.308072,0.500684,0.293322,0.41431,less
0.686032,0.53787,0.186983,1.323132,0.532059,0.238603,0.418708,less
0.692759,0.530262,0.177347,1.343731,0.542562,0.233982,0.417676,less
0.651525,0.527326,0.181411,1.345356,0.508802,0.282204,0.445106,less
0.662363,0.530491,0.177747,1.357639,0.499917,0.27307,0.414472,less
0.6642,0.521639,0.181586,1.337689,0.495605,0.292301,0.413852,less
0.694358,0.577895,0.22111,1.734753,0.650722,0.350646,0.596629,less
0.729419,0.560809,0.207641,1.746264,0.637,0.341328,0.533708,less
0.71207,0.547795,0.198681,1.741732,0.672757,0.365075,0.580073,less
0.732711,0.557455,0.224026,1.747965,0.604491,0.320819,0.584198,less
0.692649,0.582201,0.203771,1.743379,0.663639,0.358789,0.586504,less
0.705198,0.550609,0.203419,1.751102,0.64133,0.363222,0.593952,less
0.711327,0.589165,0.198636,1.732472,0.637833,0.339464,0.571757,less
0.719839,0.550153,0.221775,1.734728,0.681738,0.350388,0.601494,less
0.72507,0.575142,0.221215,1.731042,0.637439,0.340461,0.572286,less
0.712527,0.578571,0.208393,1.750042,0.637968,0.338039,0.572574,less
0.6833,0.573474,0.21785,1.749172,0.605343,0.320775,0.596205,less
0.643846,0.507365,0.183232,1.314584,0.530209,0.256044,0.461792,less
0.658757,0.500685,0.184485,1.319836,0.536144,0.287888,0.472795,less
0.663316,0.540128,0.185456,1.318822,0.531773,0.237914,0.421578,less
0.662738,0.541077,0.178694,1.322936,0.497529,0.255787,0.431988,less
0.681377,0.54177,0.185177,1.319882,0.544528,0.249238,0.429973,less
0.638207,0.507132,0.18228,1.317559,0.529069,0.252072,0.471641,less
0.680712,0.539995,0.188777,1.319589,0.531594,0.254084,0.422014,less
0.661732,0.544685,0.18042,1.340877,0.512148,0.259541,0.44755,less
0.645257,0.522183,0.184403,1.316302,0.529435,0.25889,0.465854,less
0.663971,0.54335,0.181516,1.320359,0.514162,0.260175,0.445051,less
0.654497,0.538632,0.188211,1.340304,0.528186,0.282153,0.45,less
0.677602,0.543939,0.18607,1.807518,0.703987,0.340992,0.411917,less
0.694692,0.554332,0.182828,1.801318,0.723762,0.322326,0.480681,less
0.698518,0.579549,0.185992,1.773196,0.691137,0.299369,0.472548,less
0.69101,0.552531,0.184849,1.806413,0.724342,0.334108,0.482267,less
0.704526,0.569763,0.177342,1.757677,0.654459,0.325065,0.49146,less
0.683423,0.580865,0.190072,1.773415,0.694907,0.323417,0.477995,less
0.657811,0.573028,0.185689,1.807777,0.704783,0.346727,0.435785,less
0.706102,0.568515,0.180722,1.783036,0.678372,0.332925,0.506808,less
0.706633,0.571272,0.176209,1.793072,0.664136,0.33628,0.478739,less
0.695257,0.572869,0.198997,1.77616,0.700687,0.315402,0.473311,less
0.686801,0.576725,0.180619,1.785685,0.707467,0.34896,0.483353,less
0.569386,0.405827,0.157905,0.938104,0.353073,0.240944,0.284307,less
0.574563,0.415709,0.146821,0.947218,0.377428,0.218932,0.304912,less
0.57001,0.40353,0.149194,0.941946,0.363394,0.235425,0.303902,less
0.562633,0.4175,0.156612,0.950884,0.344018,0.23275,0.295205,less
0.57045,0.404175,0.155141,0.928642,0.345914,0.234856,0.298064,less
0.569786,0.423166,0.156652,0.936717,0.351549,0.235742,0.279029,less
0.557705,0.427185,0.156577,0.939294,0.360146,0.237834,0.298841,less
0.574031,0.402124,0.157194,0.925555,0.35986,0.24165,0.295666,less
0.568114,0.407876,0.157849,0.937267,0.357382,0.235517,0.289999,less
0.572244,0.43654,0.144454,0.940837,0.366474,0.228275,0.303078,less
0.569441,0.421835,0.16019,0.961562,0.358543,0.232174,0.298057,less
0.580067,0.473091,0.15111,0.999969,0.429547,0.210888,0.264139,less
0.576641,0.453281,0.155605,0.980982,0.434568,0.21042,0.265296,less
0.580678,0.455946,0.140173,1.006372,0.39215,0.212,0.25868,less
0.578707,0.440039,0.148312,0.992693,0.428581,0.219293,0.262625,less
0.596849,0.475728,0.161999,1.007065,0.434226,0.209595,0.287773,less
0.577396,0.468424,0.158,0.97815,0.404103,0.214698,0.263822,less
0.584982,0.457358,0.134163,1.002496,0.407543,0.212,0.257908,less
0.592573,0.468331,0.160386,1.008729,0.432054,0.211263,0.275542,less
0.57171,0.463168,0.1698,0.991177,0.402589,0.212166,0.260105,less
0.584923,0.456692,0.135446,1.003635,0.406384,0.212,0.250349,less
0.579054,0.450359,0.152617,0.973978,0.436201,0.195193,0.264181,less
0.658602,0.517941,0.192201,1.320256,0.584473,0.231062,0.384725,less
0.652521,0.52225,0.191523,1.330556,0.569382,0.226804,0.376377,less
0.585434,0.49914,0.195,1.332406,0.546322,0.246043,0.381152,less
0.625463,0.484187,0.199565,1.368575,0.59512,0.229801,0.390788,less
0.633818,0.484036,0.195548,1.366296,0.591662,0.229371,0.386451,less
0.699642,0.522983,0.191501,1.32061,0.567522,0.227896,0.407038,less
0.627578,0.5,0.174562,1.339205,0.580534,0.25431,0.381721,less
0.67317,0.510457,0.193719,1.339021,0.553437,0.230049,0.392524,less
0.625095,0.5,0.192938,1.348228,0.566382,0.221638,0.370157,less
0.629228,0.5,0.171791,1.343322,0.570516,0.233621,0.387527,less
0.627312,0.5,0.173559,1.368277,0.587229,0.235749,0.375269,less
0.601294,0.487856,0.162802,1.01481,0.419261,0.204002,0.327586,less
0.604037,0.483646,0.152932,1.027863,0.428545,0.232347,0.295622,less
0.592399,0.48026,0.153926,1.002445,0.434867,0.211833,0.296151,less
0.602764,0.488543,0.162689,1.011792,0.411278,0.173997,0.326347,less
0.604083,0.485564,0.161662,1.013734,0.428995,0.180753,0.30502,less
0.60036,0.482544,0.15099,1.028728,0.409592,0.213264,0.299758,less
0.600137,0.493813,0.163031,1.011612,0.415558,0.205773,0.324025,less
0.600176,0.470233,0.1634,1.017109,0.436768,0.204286,0.313402,less
0.5923,0.477259,0.176541,1.022665,0.446994,0.1946,0.302502,less
0.603998,0.474128,0.159994,1.033931,0.436252,0.201008,0.305464,less
0.601782,0.478982,0.170749,1.021151,0.44801,0.197916,0.302631,less
0.624761,0.512913,0.190321,1.181089,0.402191,0.245391,0.395087,less
0.617661,0.475182,0.202223,1.178845,0.389243,0.258942,0.39837,less
0.62,0.478294,0.209463,1.223385,0.378405,0.27,0.418182,less
0.618855,0.505861,0.183543,1.178549,0.419071,0.27,0.401041,less
0.605959,0.502041,0.218977,1.185214,0.382687,0.270247,0.386987,less
0.609205,0.508782,0.203207,1.16775,0.431059,0.27,0.400802,less
0.601625,0.518207,0.224462,1.18553,0.37861,0.270495,0.384836,less
0.612038,0.489261,0.209154,1.158714,0.409851,0.27,0.399745,less
0.62,0.484222,0.202394,1.207969,0.378031,0.27,0.424829,less
0.613338,0.503416,0.214055,1.173057,0.426039,0.27,0.397532,less
0.621152,0.492048,0.218911,1.180744,0.417221,0.248946,0.40493,less
0.617111,0.490973,0.183438,1.145152,0.433879,0.226564,0.42,less
0.604227,0.466304,0.19,1.171237,0.436196,0.231367,0.407291,less
0.622319,0.497423,0.187246,1.145601,0.436535,0.227483,0.42,less
0.605669,0.478652,0.188305,1.178365,0.437546,0.235442,0.422192,less
0.606347,0.485,0.178815,1.159902,0.433072,0.26691,0.418611,less
0.618171,0.485,0.179325,1.172619,0.436957,0.254896,0.414109,less
0.606431,0.485,0.186941,1.155509,0.432695,0.241921,0.405867,less
0.619623,0.498436,0.203974,1.147889,0.439236,0.227232,0.403418,less
0.592622,0.484664,0.19,1.174394,0.422028,0.235473,0.400654,less
0.620745,0.498027,0.204839,1.1342,0.441184,0.227055,0.409133,less
0.617733,0.511779,0.176273,1.169368,0.435008,0.227197,0.42,less
0.554476,0.443201,0.146194,0.873244,0.302725,0.201825,0.294952,less
0.548798,0.434312,0.146506,0.873091,0.300956,0.198322,0.297357,less
0.564851,0.44667,0.164606,0.86928,0.330602,0.199026,0.274792,less
0.550318,0.430866,0.149165,0.873407,0.301372,0.201875,0.293408,less
0.550295,0.443257,0.163126,0.871187,0.30283,0.189255,0.29148,less
0.566589,0.453975,0.157552,0.915581,0.311969,0.201982,0.29481,less
0.551966,0.442497,0.157613,0.871717,0.310277,0.205963,0.289938,less
0.580999,0.44873,0.159487,0.871356,0.327825,0.18569,0.271258,less
0.559314,0.441536,0.159568,0.862991,0.304259,0.186232,0.288262,less
0.552329,0.431918,0.145131,0.873382,0.30345,0.202098,0.296159,less
0.558721,0.44024,0.156114,0.870848,0.307659,0.196955,0.29966,less
0.305951,0.233682,0.081771,0.131534,0.057517,0.028002,0.04334,less
0.315008,0.231935,0.083015,0.134612,0.05381,0.031963,0.043898,less
0.288774,0.210662,0.088215,0.131472,0.051025,0.033277,0.04423,less
0.30217,0.220957,0.085618,0.133086,0.059397,0.031767,0.043362,less
0.294888,0.217682,0.088669,0.135387,0.040879,0.029698,0.034509,less
0.30847,0.212451,0.078631,0.138997,0.059291,0.033327,0.036525,less
0.322421,0.232446,0.078806,0.135195,0.052911,0.029562,0.041179,less
0.305158,0.228135,0.053737,0.132798,0.057199,0.031333,0.044019,less
0.314127,0.231974,0.081479,0.133102,0.055657,0.027065,0.043104,less
0.321493,0.222741,0.08957,0.12635,0.043589,0.032311,0.039648,less
0.320605,0.233,0.08015,0.131316,0.050154,0.031421,0.044391,less
0.21,0.15,0.05,0.039023,0.015754,0.009724,0.010663,less
0.21,0.15,0.04502,0.039156,0.01365,0.008026,0.010369,less
0.210876,0.15,0.052056,0.040336,0.015034,0.008566,0.0125,less
0.200137,0.146019,0.05,0.036694,0.013628,0.008002,0.010715,less
0.21,0.15,0.050925,0.043835,0.016769,0.006942,0.011567,less
0.207011,0.149467,0.05,0.036191,0.014897,0.008009,0.010507,less
0.20742,0.147409,0.05,0.037781,0.01388,0.00805,0.010058,less
0.204862,0.148326,0.05,0.037368,0.013481,0.008367,0.010777,less
0.212518,0.15,0.052665,0.0406,0.015314,0.008732,0.011652,less
0.21,0.15,0.053947,0.042588,0.017882,0.008371,0.011519,less
0.21,0.15,0.048154,0.039531,0.013588,0.008377,0.010074,less
0.233107,0.16,0.055748,0.049056,0.024906,0.009514,0.015,less
0.234359,0.162613,0.060792,0.05549,0.02425,0.010199,0.015342,less
0.235,0.16,0.05505,0.053514,0.025495,0.009812,0.015,less
0.234081,0.167251,0.068463,0.056029,0.025794,0.010672,0.015193,less
0.23062,0.167279,0.055663,0.053111,0.020146,0.009797,0.016246,less
0.227313,0.16,0.059794,0.05241,0.023389,0.009746,0.015,less
0.233207,0.16216,0.067145,0.056199,0.026163,0.009584,0.015494,less
0.232305,0.165776,0.054897,0.051704,0.020341,0.010728,0.015486,less
0.231407,0.161966,0.052174,0.053652,0.020927,0.009742,0.015766,less
0.225904,0.16,0.052121,0.053627,0.025995,0.009974,0.015,less
0.226052,0.167585,0.066939,0.055398,0.026123,0.010216,0.015208,less
0.178135,0.12934,0.041051,0.02619,0.009944,0.009296,0.007305,less
0.177261,0.125,0.042259,0.02374,0.009386,0.005693,0.006561,less
0.176153,0.127629,0.043675,0.02579,0.012355,0.009263,0.007746,less
0.175794,0.125,0.035877,0.026085,0.0095,0.005751,0.007543,less
0.175,0.125,0.04,0.02447,0.0095,0.006649,0.007298,less
0.178039,0.125,0.038767,0.026229,0.0095,0.005513,0.007523,less
0.177828,0.125,0.042368,0.023386,0.008778,0.0055,0.008114,less
0.16637,0.125,0.04,0.024248,0.0095,0.005998,0.005259,less
0.175085,0.125,0.043982,0.023937,0.008657,0.005765,0.008327,less
0.175,0.125,0.04,0.02454,0.0095,0.007665,0.006707,less
0.175252,0.126759,0.043342,0.025063,0.009897,0.009577,0.005659,less
0.142402,0.108722,0.039863,0.015309,0.005134,0.003028,0.005,less
0.146594,0.108852,0.039283,0.014889,0.006216,0.003098,0.005,less
0.149045,0.108486,0.038968,0.015012,0.00615,0.003165,0.005,less
0.15747,0.11,0.034793,0.016621,0.007494,0.004387,0.005164,less
0.151559,0.109927,0.03712,0.014632,0.005918,0.003479,0.005,less
0.157305,0.11,0.030891,0.018671,0.00685,0.004209,0.005616,less
0.155062,0.11,0.026175,0.018983,0.006875,0.003069,0.005346,less
0.140271,0.108734,0.039214,0.015299,0.005823,0.002634,0.004433,less
0.155,0.107939,0.042241,0.016266,0.005088,0.00308,0.005,less
0.155,0.109455,0.040031,0.016173,0.005286,0.00322,0.005,less
0.155809,0.11,0.026502,0.017702,0.006984,0.003554,0.005576,less
0.51617,0.415169,0.176564,0.747319,0.296331,0.157921,0.19361,less
0.529149,0.400925,0.180401,0.740516,0.298947,0.168258,0.185395,less
0.516901,0.408772,0.158818,0.743506,0.29649,0.16786,0.204761,less
0.53,0.421566,0.176244,0.771118,0.306281,0.153153,0.217807,less
0.520089,0.421979,0.179297,0.770534,0.297248,0.126992,0.215443,less
0.522925,0.404043,0.146997,0.751657,0.298867,0.169322,0.193013,less
0.523422,0.422418,0.1552,0.759514,0.29866,0.12678,0.221982,less
0.525872,0.423318,0.162525,0.764982,0.298485,0.140643,0.228361,less
0.528039,0.424583,0.155992,0.770097,0.297664,0.124948,0.229003,less
0.532793,0.423047,0.160468,0.769306,0.301791,0.15622,0.247171,less
0.51696,0.405434,0.170342,0.738553,0.298661,0.178766,0.18819,less
0.630426,0.492278,0.1745,1.162261,0.509687,0.207605,0.325697,less
0.648339,0.507895,0.162616,1.163985,0.493261,0.218716,0.331799,less
0.645133,0.507201,0.18901,1.110477,0.471079,0.218623,0.346162,less
0.619227,0.505145,0.157492,1.109027,0.462431,0.202648,0.342872,less
0.61106,0.502672,0.150764,1.136723,0.471145,0.202754,0.359565,less
0.63366,0.512314,0.194027,1.145887,0.478074,0.209063,0.337131,less
0.647084,0.505758,0.181802,1.131094,0.458907,0.21985,0.334104,less
0.636806,0.504295,0.15322,1.144941,0.474252,0.202824,0.343371,less
0.63092,0.501426,0.161574,1.162038,0.507059,0.21836,0.329923,less
0.648268,0.510977,0.156809,1.159798,0.448139,0.278136,0.32346,less
0.643795,0.51101,0.171718,1.162201,0.510353,0.266872,0.320687,less
0.444341,0.354987,0.157566,0.454081,0.177536,0.107171,0.131934,less
0.442176,0.35,0.14,0.461604,0.187096,0.090015,0.141749,less
0.494865,0.358256,0.13763,0.474511,0.197385,0.09085,0.142756,less
0.451966,0.353696,0.126177,0.476005,0.201343,0.107113,0.16577,less
0.452883,0.35,0.137569,0.456392,0.195952,0.104926,0.133105,less
0.444272,0.351996,0.162987,0.44524,0.203598,0.105826,0.129186,less
0.468014,0.351091,0.13084,0.476111,0.186886,0.080257,0.131341,less
0.457749,0.35,0.132132,0.491006,0.20232,0.107243,0.148507,less
0.44263,0.35,0.14,0.466845,0.188679,0.100012,0.13668,less
0.454961,0.35,0.135589,0.464473,0.160185,0.104702,0.131201,less
0.45003,0.35,0.13438,0.460647,0.201347,0.104395,0.130229,less
0.585363,0.453059,0.164597,1.065667,0.381296,0.214874,0.405648,less
0.590565,0.448265,0.174186,1.06318,0.382275,0.221607,0.362804,less
0.58555,0.453797,0.160101,1.079503,0.40691,0.194188,0.411047,less
0.57846,0.453605,0.167357,1.084138,0.387219,0.21403,0.410608,less
0.581385,0.453022,0.168978,1.071952,0.409229,0.213589,0.407601,less
0.597502,0.453831,0.164268,1.063523,0.382092,0.217006,0.401743,less
0.585301,0.451479,0.168988,1.058001,0.377552,0.197088,0.401048,less
0.583512,0.453867,0.155726,1.063984,0.378963,0.170986,0.392179,less
0.571265,0.451125,0.162333,1.087911,0.391609,0.214205,0.405932,less
0.584173,0.453356,0.168441,1.054348,0.378814,0.222544,0.41412,less
0.595425,0.450791,0.161595,1.065186,0.382282,0.222903,0.414383,less
0.567523,0.445577,0.135382,0.926512,0.384899,0.197387,0.293621,less
0.572274,0.473046,0.142616,0.953215,0.379678,0.196035,0.280405,less
0.557171,0.437472,0.140996,0.960963,0.342412,0.205973,0.302108,less
0.566371,0.434716,0.145307,0.942524,0.377357,0.210466,0.282992,less
0.568478,0.448606,0.13333,0.947678,0.392818,0.199154,0.298777,less
0.559542,0.435183,0.155851,0.96494,0.342302,0.227343,0.299319,less
0.57,0.445028,0.173615,0.954367,0.378851,0.169157,0.299726,less
0.565195,0.444635,0.131578,0.931537,0.393168,0.199254,0.297838,less
0.57,0.441704,0.141875,0.954361,0.379704,0.185032,0.2961,less
0.569945,0.430393,0.141026,0.944707,0.354751,0.207058,0.295864,less
0.565115,0.444983,0.129627,0.936159,0.392861,0.198355,0.301419,less
0.638393,0.501644,0.175,1.367648,0.513562,0.281972,0.516429,less
0.643968,0.503293,0.186985,1.372441,0.498492,0.335139,0.493184,less
0.636487,0.484404,0.175,1.367917,0.511122,0.301249,0.527506,less
0.631753,0.480379,0.175,1.367925,0.504266,0.300706,0.556461,less
0.630884,0.489475,0.176973,1.367118,0.536769,0.303374,0.499824,less
0.636273,0.480991,0.175,1.367547,0.512231,0.286693,0.526963,less
0.647759,0.50695,0.179898,1.370297,0.447344,0.333099,0.505941,less
0.63298,0.484596,0.177589,1.319856,0.531626,0.300626,0.512634,less
0.637253,0.48015,0.197352,1.372964,0.48652,0.315374,0.514797,less
0.631522,0.496531,0.175,1.367742,0.514806,0.270583,0.543304,less
0.630751,0.503751,0.182993,1.371809,0.453181,0.307245,0.49174,less
0.659788,0.52863,0.166185,1.457014,0.651763,0.321571,0.430771,less
0.648961,0.53421,0.182189,1.437787,0.636715,0.324543,0.425317,less
0.671473,0.534814,0.166749,1.454149,0.65426,0.324609,0.432199,less
0.645941,0.525,0.183084,1.450334,0.619796,0.338361,0.442382,less
0.640624,0.508608,0.165311,1.444253,0.660021,0.330179,0.392018,less
0.645,0.522503,0.186223,1.462433,0.594329,0.34052,0.43436,less
0.644281,0.519987,0.165171,1.460105,0.655868,0.310508,0.411887,less
0.645,0.523786,0.186101,1.460936,0.607356,0.328313,0.430235,less
0.64568,0.525,0.181516,1.433042,0.624822,0.308777,0.437321,less
0.642594,0.516934,0.181199,1.455491,0.618314,0.331321,0.432929,less
0.648212,0.525,0.176828,1.423084,0.63948,0.314889,0.4376,less
0.510016,0.410288,0.153994,0.843886,0.307118,0.210514,0.223438,less
0.524306,0.411029,0.145956,0.834117,0.345158,0.213107,0.215201,less
0.525,0.416056,0.165666,0.864505,0.362096,0.199181,0.233369,less
0.52614,0.410954,0.156923,0.904891,0.396708,0.199367,0.239035,less
0.525,0.416495,0.169795,0.86714,0.375081,0.197755,0.207501,less
0.527663,0.416847,0.17417,0.897392,0.345986,0.20657,0.231427,less
0.526971,0.429647,0.154858,0.818817,0.32683,0.19729,0.209188,less
0.516274,0.410467,0.166844,0.823622,0.302866,0.210236,0.229362,less
0.569633,0.411927,0.142852,0.855254,0.35618,0.189863,0.205345,less
0.525,0.419997,0.169214,0.864505,0.364361,0.202158,0.232882,less
0.525,0.420001,0.17106,0.864528,0.368428,0.206874,0.239381,less
0.639617,0.52242,0.201658,1.491922,0.531506,0.304481,0.424958,less
0.660118,0.523665,0.186913,1.497587,0.559571,0.293088,0.433328,less
0.654713,0.515831,0.183736,1.489611,0.528032,0.313786,0.413903,less
0.658826,0.515466,0.194216,1.503726,0.552931,0.320264,0.42443,less
0.658386,0.516523,0.180532,1.493529,0.517735,0.294883,0.433518,less
0.663955,0.528993,0.184488,1.508702,0.526164,0.282389,0.457713,less
0.656834,0.519497,0.192928,1.510639,0.54146,0.304388,0.420968,less
0.652888,0.515102,0.181019,1.511687,0.54424,0.305203,0.4219,less
0.656805,0.515828,0.182427,1.50863,0.527695,0.305426,0.423207,less
0.635103,0.521668,0.191623,1.497407,0.531419,0.303002,0.424377,less
0.65138,0.515856,0.191866,1.510512,0.543616,0.301066,0.422985,less
0.556245,0.444725,0.161595,0.965694,0.30616,0.187134,0.335,less
0.55823,0.436358,0.180157,0.984365,0.322013,0.248262,0.33369,less
0.550175,0.441043,0.165006,0.992675,0.309395,0.249508,0.328439,less
0.563904,0.450938,0.191058,0.993399,0.321007,0.223361,0.348804,less
0.539103,0.435335,0.195,0.977276,0.302896,0.221527,0.354515,less
0.55928,0.435371,0.16923,0.972124,0.321775,0.227084,0.328226,less
0.551425,0.440722,0.190668,0.983165,0.309364,0.248032,0.333341,less
0.524084,0.443112,0.195,0.975728,0.300332,0.22102,0.35355,less
0.554008,0.43834,0.195,0.994446,0.318978,0.249625,0.332154,less
0.551993,0.441021,0.189977,0.956034,0.307451,0.223377,0.335,less
0.555767,0.444186,0.161874,0.956897,0.310276,0.203985,0.335,less
0.535,0.42,0.156751,0.919565,0.395403,0.197349,0.255377,less
